gluserid,First_Paid_Service,Todays Date,Tenurity_in_days,Mode,isdownloaded,company_name,query_execution_date,approved_products,mapped_mcats,turnover,gst,nob,state,total_bl_pur,last_3m_bl_pur,last_15_days_bl_pur,total_enq,last_3_month_enq,Total_enq_reply,reply_to_unique_sender,last_90_days_reply_to_unique_sender,last_3_month_irrelevent,bl_ni,total_tickets,deactivation_tickets,amount_paid_till_date,amount_paid_last_3_months,location_preference,MDC,Maxi,LSSS,PL,TS,Website,Zone
1898651,30-03-2016,01-10-2018,915,Annual,0,Karur Export Company,12-Aug-53,328,76,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,1135,156,48,1142,461,15,15,5,0,0,7,0,502641,0,Global,Yes,Yes,No,No,Yes,No,1
1899380,05-09-2014,01-10-2018,1487,Annual,0,Stitch Experts (india),14-Aug-53,5,6,Rs. 1 - 2 Crore,Y,Manufacturer,Delhi,838,74,23,381,22,2,2,0,0,0,1,0,193650,79650,Global,Yes,No,No,No,Yes,No,4
1899515,21-08-2012,01-10-2018,2232,Annual,0,Tesca Technologies Private Limited,15-Aug-53,400,336,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,2823,506,94,4216,2054,12501,11027,2504,0,0,30,0,2986708.7,2044350,Global,No,Yes,Yes,No,Yes,No,4
1899667,19-06-2014,01-10-2018,1565,Annual,0,Compressed Air Engineers,16-Aug-53,18,22,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,West Bengal,71,1,0,293,93,22,22,1,0,5,3,0,178650,79650,Local,Yes,No,No,No,No,No,4
1899716,27-02-2010,01-10-2018,3138,Annual,0,Yogeshwar Industries,17-Aug-53,4,5,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,333,40,7,171,88,85,78,14,0,0,10,0,220539.2,26550,India,Yes,No,No,No,No,No,1
1900156,08-02-2018,01-10-2018,235,Annual,0,AG Associates,19-Aug-53,58,81,Rs. 1 - 2 Crore,Y,Wholesale Trader,Gujarat,153,53,4,430,186,467,363,140,0,59,5,0,40500,40500,India,Yes,No,No,No,No,No,4
1900363,16-08-2014,01-10-2018,1507,Annual,0,Vee Tech International,21-Aug-53,37,29,Rs. 2 - 5 Crore,Y,Wholesale Supplier,Delhi,78,6,0,889,390,24,22,0,0,0,3,0,127625,0,India,Yes,No,No,No,No,No,2
1900555,17-03-2018,01-10-2018,198,Annual,0,Prathmesh Electricals,22-Aug-53,16,18,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,194,96,9,171,71,167,161,158,0,0,2,0,29500,29500,India,Yes,No,No,No,No,No,2
1900591,22-08-2014,01-10-2018,1501,Annual,0,Paam Commercial Private Limited,23-Aug-53,15,19,Rs. 10 - 25 Crore,Y,Manufacturer,Telangana,409,42,20,1112,417,1,1,0,0,0,2,0,166875,0,India,Yes,No,No,No,No,No,2
1900818,14-11-2014,01-10-2018,1417,Monthly,0,Nayan Pharmaceuticals Limited,24-Aug-53,52,47,Rs. 5 - 10 Crore,Y,Manufacturer,Punjab,646,78,16,651,319,646,597,64,0,0,2,0,100250,14000,India,Yes,No,No,No,No,No,2
1900860,28-02-2013,01-10-2018,2041,Annual,0,Anwar Traders,25-Aug-53,24,32,Rs. 10 - 25 Crore,Y,Wholesale Trader,Tamil Nadu,90,0,0,1478,575,34,33,1,0,0,7,0,905869.2,746350,India,No,Yes,No,No,Yes,No,2
1901122,06-03-2012,01-10-2018,2400,Annual,0,Narayan Oil & Gas Burners Company,26-Aug-53,28,19,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,1086,232,43,303,217,551,519,171,0,1,15,0,519483.01,177000,India,No,Yes,No,No,Yes,No,3
1901245,30-06-2018,01-10-2018,93,Annual,0,Surya Agency,27-Aug-53,40,25,Rs. 1 - 2 Crore,Y,Wholesale Trader,Gujarat,72,34,6,253,169,60,47,41,0,6,3,0,58500,37500,India,Yes,No,No,No,No,No,3
1901278,21-09-2015,01-10-2018,1106,Annual,0,Lawreshwar Polymers Limited,29-Aug-53,293,73,Rs. 100 - 500 Crore,Y,Manufacturer,Rajasthan,2015,276,16,4584,986,8133,7291,946,230,0,15,0,966490,247800,Foreign,No,Yes,Yes,No,Yes,No,2
1902043,10-09-2012,01-10-2018,2212,Annual,0,Classic Fibrotech & Composites,01-Sep-53,35,32,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,3658,560,100,2201,1078,77,63,11,2,119,26,0,2586846.25,739905,Local,Yes,Yes,Yes,No,Yes,No,1
1902123,25-02-2015,01-10-2018,1314,Annual,0,Smart Care Services,03-Sep-53,24,14,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,187,5,0,943,394,32,32,4,0,0,3,0,104000,0,India,Yes,No,No,No,No,No,4
1902243,08-08-2011,01-10-2018,2611,Annual,0,Kamal Wire Industries,04-Sep-53,53,27,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,370,15,0,1103,383,101,87,0,0,0,2,0,558143,0,India,No,Yes,No,No,Yes,No,4
1903412,30-01-2010,01-10-2018,3166,Annual,0,Eye Care Products (Delhi),08-Sep-53,171,95,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,749,31,12,2784,1158,159,158,3,0,0,9,0,359710.3,0,Global,Yes,No,No,No,Yes,No,2
1903647,21-05-2014,01-10-2018,1594,Annual,0,Salem Stainless Steel Suppliers Private Limited,09-Sep-53,38,69,Rs. 100 - 500 Crore,Y,Wholesale Trader,Tamil Nadu,660,70,0,998,397,270,256,38,0,8,8,0,939961,637790,India,Yes,No,Yes,No,Yes,No,1
1903738,29-10-2014,01-10-2018,1433,Annual,0,Adarsh Steel Tubes,10-Sep-53,42,21,Rs. 25 - 50 Crore,Y,Manufacturer,Punjab,1264,173,21,1153,605,16,13,4,0,0,2,0,166131.19,2119.28,Global,Yes,No,No,No,Yes,No,1
1903777,11-06-2016,01-10-2018,842,Annual,0,Microteknik,12-Sep-53,308,224,Rs. 5 - 10 Crore,Y,Manufacturer,Haryana,1136,113,19,3548,1203,2,2,2,0,0,24,0,568695.59,0,Global,No,Yes,No,No,Yes,No,1
1903787,25-11-2013,01-10-2018,1771,Annual,0,Narmada Pipes,13-Sep-53,14,10,Rs. 25 - 50 Crore,Y,Exporter,Gujarat,132,0,0,241,81,1,1,0,0,0,3,0,158414,0,India,Yes,No,No,No,No,No,1
1903935,04-04-2012,01-10-2018,2371,Annual,0,Gokul Traders,15-Sep-53,212,134,Rs. 5 - 10 Crore,Y,Wholesale Trader,Maharashtra,1734,215,47,2746,1152,243,238,119,0,0,19,0,1328273.8,302316,India,No,Yes,No,No,Yes,No,2
1903985,28-04-2015,01-10-2018,1252,Annual,0,Neeraj Exim Enterprises,16-Sep-53,69,75,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,763,108,38,204,94,244,228,85,0,184,12,2,173596,26550,Foreign,Yes,No,Yes,No,Yes,No,1
1904011,18-08-2014,01-10-2018,1505,Annual,0,Maruti Wiretech Private Limited,18-Sep-53,14,5,Rs. 25 - 50 Crore,Y,Manufacturer,Gujarat,256,38,4,768,382,23,20,6,0,31,8,1,598395.01,26550,Global,Yes,Yes,No,No,Yes,No,2
1904142,23-12-2014,01-10-2018,1378,Annual,0,Walfit Paint & Chemical Products,21-Sep-53,34,23,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,645,77,22,1045,483,109,106,6,0,0,12,0,427899.2,59000,Global,No,Yes,No,No,Yes,No,2
1904244,08-12-2010,01-10-2018,2854,Annual,0,Gel Frost Packs Kalyani Enterprises,22-Sep-53,60,16,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Tamil Nadu,609,63,4,1023,432,384,346,68,14,3,22,0,2012879.1,1060000,Global,No,Yes,Yes,Yes,Yes,No,3
1904296,29-06-2015,01-10-2018,1190,Annual,0,Elmrad Engineering Co. Pvt. Ltd.,23-Sep-53,49,19,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,27,0,0,186,66,1,1,0,0,0,1,0,98000,0,India,Yes,No,No,No,No,No,1
1904783,26-05-2010,01-10-2018,3050,Annual,0,Spiro Industrial Plastics,25-Sep-53,16,15,Rs. 2 - 5 Crore,Y,Manufacturer,Pondicherry,86,0,0,106,35,51,43,0,0,0,3,0,386141,0,India,Yes,No,No,No,No,No,3
1904865,18-11-2010,01-10-2018,2874,Annual,0,Apollo Machinery,26-Sep-53,25,16,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,70,6,0,104,18,1,1,0,0,0,2,0,1362706.42,0,India,No,Yes,No,No,Yes,No,2
1906202,24-06-2011,01-10-2018,2656,Annual,0,Truturn Engineers India Pvt Ltd,27-Sep-53,11,7,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,79,31,0,595,241,9,8,0,0,0,1,0,220156,0,India,Yes,No,No,No,Yes,No,4
1907055,27-12-2017,01-10-2018,278,Annual,0,A1 Paper Cups,29-Sep-53,15,15,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,1098,91,10,2915,1282,390,374,81,0,0,20,0,403893.5,90284,India,Yes,No,No,No,Yes,No,4
1907125,13-01-2014,01-10-2018,1722,Annual,0,Ansuya Surgicals Limited,30-Sep-53,29,50,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,282,2,0,457,214,85,76,2,1,0,0,0,606959.2,0,India,No,Yes,No,No,Yes,No,2
1907210,31-12-2009,01-10-2018,3196,Annual,0,N. Parekh & Co.,02-Oct-53,20,20,Rs. 2 - 5 Crore,Y,Wholesaler,Maharashtra,395,42,9,694,339,314,270,65,0,0,9,0,640569.21,123900,India,Yes,No,Yes,No,Yes,No,2
1907390,01-03-2012,01-10-2018,2405,Annual,0,Anika Global Trading Private Limited,04-Oct-53,10,18,Rs. 500 - 1000 Crore,Y,Manufacturer,Delhi,891,114,25,1041,462,15,12,4,0,0,11,0,1259250.15,359900,India,Yes,No,Yes,No,Yes,No,3
1907421,21-09-2017,01-10-2018,375,Annual,0,High Force Hydraulics Pvt. Ltd.,05-Oct-53,11,7,Rs. 1 - 2 Crore,Y,Distributor / Channel Partner,Delhi,456,132,13,412,104,20,20,3,0,68,25,4,224300,2000,Local,No,Yes,No,No,Yes,No,2
1907699,14-07-2010,01-10-2018,3001,Monthly,0,Shree Mahavir Industries,07-Oct-53,34,32,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,348,69,12,157,87,91,78,0,0,0,2,0,100250,14000,India,Yes,No,No,No,No,No,3
1907793,30-01-2014,01-10-2018,1705,Annual,0,Acupressure Health Care System,08-Oct-53,165,89,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,167,37,9,1796,644,116,102,27,0,0,5,0,140000,0,Local,Yes,No,No,No,No,No,3
1907811,10-02-2016,01-10-2018,964,Annual,0,Knox Life Sciences,09-Oct-53,56,48,Rs. 25 - 50 Crore,N,Manufacturer,Chandigarh,60,0,0,393,134,7,5,0,0,0,5,1,137605,24000,India,No,No,No,No,Yes,No,1
1907985,08-10-2012,01-10-2018,2184,Annual,0,Master Tools,10-Oct-53,23,11,Upto Rs. 50 Lakh,Y,Manufacturer,Maharashtra,273,15,3,246,75,38,34,5,0,1,8,0,1023483.5,0,India,No,Yes,Yes,No,Yes,No,4
1908033,09-09-2015,01-10-2018,1118,Annual,0,A.M. Labs,12-Oct-53,220,79,Rs. 25 - 50 Crore,N,Manufacturer,Delhi,845,96,21,3079,1632,5078,4417,1273,0,0,12,0,129950,0,India,Yes,No,No,No,No,No,2
1908045,21-04-2018,01-10-2018,163,Annual,0,Action Medical Private Limited,13-Oct-53,26,28,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,448,46,0,384,178,292,171,77,1,44,13,0,313880,195880,Foreign,No,Yes,Yes,No,Yes,No,4
1908165,27-01-2018,01-10-2018,247,Annual,0,Jas Fuels LLP,14-Oct-53,15,12,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,110,20,0,323,163,20,18,3,0,1,1,0,29500,29500,India,Yes,No,No,No,No,No,2
1908384,15-04-2013,01-10-2018,1995,Annual,0,Automech Industries (P) Ltd.,15-Oct-53,23,26,Rs. 10 - 25 Crore,Y,Manufacturer,Uttar Pradesh,175,7,0,85,42,2,2,1,0,0,2,0,197669.01,0,India,Yes,No,No,No,No,No,3
1908477,20-10-2012,01-10-2018,2172,Annual,0,Dhanalakshmi Controls & Equipments,16-Oct-53,26,25,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,116,0,0,174,52,5,5,0,0,0,1,0,156899.21,0,India,Yes,No,No,No,No,No,3
1908772,16-03-2018,01-10-2018,199,Annual,0,Shree Sainath Tapes Co.,17-Oct-53,20,6,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,150,92,16,239,163,9,9,1,0,0,1,0,29500,29500,India,Yes,No,No,No,No,No,1
1908949,27-06-2015,01-10-2018,1192,Annual,0,Ramya Impex Pvt. Ltd.,18-Oct-53,26,38,Rs. 25 - 50 Crore,Y,Manufacturer,Maharashtra,1464,234,45,1435,737,13,13,0,94,1,3,0,647403.98,0,India,No,Yes,No,No,Yes,No,4
1908996,27-04-2010,01-10-2018,3079,Annual,0,U & Kay Power System Private Limited,19-Oct-53,21,33,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,1325,207,40,1557,732,39,37,11,0,0,12,0,1106685.86,340106,India,No,Yes,Yes,No,Yes,No,1
1909027,09-09-2017,01-10-2018,387,Annual,0,Nikpol India,20-Oct-53,67,37,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Uttar Pradesh,217,29,6,3262,1418,183,149,22,0,0,4,0,116472,29500,India,Yes,No,No,No,No,No,1
1909654,30-01-2010,01-10-2018,3166,Annual,0,Unique Enterprises,22-Oct-53,40,39,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,293,11,0,258,85,107,94,6,0,0,1,0,255671.2,0,India,Yes,No,No,No,No,No,1
1909958,20-12-2011,01-10-2018,2477,Monthly,0,Bajaj Engineering Works,23-Oct-53,52,55,Rs. 10 - 25 Crore,Y,Manufacturer,Punjab,434,65,10,441,154,13,12,3,3,0,6,0,100250,14000,India,Yes,No,No,No,No,No,3
1910699,12-08-2014,01-10-2018,1511,Annual,0,Scarlet Alloys Wire,26-Oct-53,88,110,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,West Bengal,1576,188,49,2904,1107,369,358,22,0,0,9,0,564000,0,Global,Yes,No,Yes,No,Yes,No,3
1910712,01-06-2018,01-10-2018,122,Annual,0,Udaya Bhanu Enterprises,27-Oct-53,22,20,Upto Rs. 50 Lakh,Y,Wholesale Supplier,Tamil Nadu,89,79,12,153,145,5,5,5,0,6,2,0,29500,29500,India,Yes,No,No,No,No,No,1
1911190,02-01-2018,01-10-2018,272,Monthly,0,Jitendra Textiles,29-Oct-53,54,20,Rs. 1 - 2 Crore,Y,Manufacturer,Rajasthan,252,95,16,819,511,150,79,10,0,6,4,0,100250,14000,India,Yes,No,No,No,No,No,3
1911266,21-12-2012,01-10-2018,2110,Annual,0,Chawla Weaving Mills,30-Oct-53,56,22,Rs. 5 - 10 Crore,Y,Manufacturer,Punjab,600,51,13,295,146,65,52,17,1,7,2,0,232669.2,0,India,Yes,No,No,No,Yes,No,3
1911307,27-10-2012,01-10-2018,2165,Annual,0,Logos Weld Products,31-Oct-53,50,26,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,302,0,0,788,347,0,0,0,0,0,1,0,1012909.51,0,India,No,Yes,No,No,Yes,No,4
1911475,02-05-2012,01-10-2018,2343,Annual,0,Benlui (India) International,01-Nov-53,223,141,Rs. 2 - 5 Crore,Y,Manufacturer,Punjab,764,42,9,4739,2065,43,41,16,0,0,9,0,225932.44,5900,Global,Yes,No,No,No,Yes,No,4
1911619,30-01-2010,01-10-2018,3166,Annual,0,Anpee Digital Media Private Limited,02-Nov-53,69,35,Upto Rs. 50 Lakh,Y,IT / Technology Services,Delhi,119,3,0,199,41,130,103,17,0,0,3,0,339962.2,98235,Foreign,Yes,No,No,No,Yes,No,2
1911687,20-03-2010,01-10-2018,3117,Annual,0,N. B. Technologies,03-Nov-53,51,29,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,421,29,24,608,185,234,223,40,6,138,7,0,350328.99,0,India,Yes,No,No,No,Yes,No,3
1911790,22-04-2014,01-10-2018,1623,Annual,0,AgriBiz Corporation,04-Nov-53,8,3,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,148,3,0,534,215,8,8,0,0,0,5,0,86322,35400,India,Yes,No,No,No,No,No,1
1911864,08-10-2010,01-10-2018,2915,Annual,0,Keddy Concept,05-Nov-53,391,508,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,3044,292,69,8753,2981,82,77,7,0,0,29,0,8394860.65,2079690,India,No,Yes,Yes,Yes,Yes,No,1
1913467,17-02-2011,01-10-2018,2783,Annual,0,Radhamadhav Marbles Private Limited,06-Nov-53,252,77,Rs. 10 - 25 Crore,Y,Wholesale Trader,Delhi,1504,263,37,3324,1615,3431,3090,1544,1,1,22,0,2097286.98,625400,Local,Yes,No,Yes,No,Yes,No,1
1913594,07-09-2011,01-10-2018,2581,Annual,0,Kanti Industries,08-Nov-53,36,42,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,686,0,0,562,152,125,114,5,0,1,9,0,2531316.2,1482328,India,No,Yes,Yes,No,Yes,No,2
1913644,24-11-2016,01-10-2018,676,Annual,0,Esmario Export Enterprises Private Limited,09-Nov-53,17,15,Rs. 25 - 50 Crore,Y,Distributor / Channel Partner,Telangana,100,20,5,1269,575,22,22,17,0,0,5,0,51550,26550,India,Yes,No,No,No,No,No,4
1913753,30-01-2017,01-10-2018,609,Annual,0,United Agencies,10-Nov-53,187,178,Rs. 10 - 25 Crore,Y,Wholesale Supplier,Delhi,608,88,9,4898,1883,1324,1171,55,1,0,9,0,386906.21,178475,Local,No,Yes,No,No,Yes,No,3
1913761,05-09-2012,01-10-2018,2217,Annual,0,HINDUSTAN STEEL CORPORATION,12-Nov-53,78,42,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,577,17,17,299,70,27,26,0,0,0,12,0,672903.5,0,Global,No,Yes,No,No,Yes,No,4
1913988,30-03-2010,01-10-2018,3107,Annual,0,Shree Extrusions Limited,13-Nov-53,183,99,Rs. 100 - 500 Crore,Y,Exporter,Gujarat,1518,230,42,2348,1050,31,18,7,0,0,67,0,18207719.79,13362674.48,Global,No,No,Yes,Yes,Yes,Yes,1
1914052,16-07-2010,01-10-2018,2999,Annual,0,Hightide Buildtech International Private Limited,14-Nov-53,65,28,Rs. 10 - 25 Crore,Y,Exporter,Karnataka,540,180,52,1489,560,213,208,108,0,59,1,0,1424254.8,177000,India,No,Yes,Yes,No,Yes,No,3
1914828,27-06-2011,01-10-2018,2653,Annual,0,Hanu Autonics Pvt. Ltd.,19-Nov-53,36,39,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,401,0,0,1025,318,70,64,0,0,0,0,0,280725,0,India,Yes,No,No,No,Yes,No,2
1914866,19-10-2013,01-10-2018,1808,Annual,0,Cogent Controls,20-Nov-53,111,82,Upto Rs. 50 Lakh,Y,Manufacturer,Maharashtra,839,76,11,932,391,46,45,0,0,0,7,0,174298,0,India,Yes,No,No,No,Yes,No,3
1916305,31-08-2011,01-10-2018,2588,Annual,0,Bel Mark Industries,22-Nov-53,70,42,Rs. 10 - 25 Crore,Y,Exporter,Gujarat,841,108,19,407,138,62,44,3,0,0,15,0,2398137.06,0,Global,No,Yes,Yes,No,Yes,No,1
1916500,17-07-2017,01-10-2018,441,Annual,0,Minerva Industries,23-Nov-53,22,23,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,269,13,3,854,282,46,44,7,0,0,2,0,230786,188800,India,No,Yes,No,No,Yes,No,3
1916552,02-07-2015,01-10-2018,1187,Annual,0,Lunia Exim Private Limited,24-Nov-53,83,50,Rs. 2 - 5 Crore,Y,Manufacturer,Telangana,258,8,0,1227,475,2,2,0,0,0,4,0,150796.01,0,India,Yes,No,No,No,Yes,No,1
1916569,25-04-2015,01-10-2018,1255,Annual,0,Biozyne Agrocare,25-Nov-53,62,21,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,949,150,27,1420,869,14217,3298,876,0,0,5,0,139499.99,0,India,Yes,No,No,No,Yes,No,4
1916591,01-08-2013,01-10-2018,1887,Annual,0,Gwalior Polypipes Limited,26-Nov-53,13,8,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,247,24,1,281,74,9,8,0,0,0,0,0,117000.01,0,India,Yes,No,No,No,No,No,1
1917075,27-02-2010,01-10-2018,3138,Annual,0,DTRA Engineers,29-Nov-53,42,44,Rs. 2 - 5 Crore,Y,Exporter,Haryana,237,136,18,563,297,210,170,144,0,0,6,0,1952848.1,247800,India,Yes,No,No,No,No,No,4
1918288,23-01-2013,01-10-2018,2077,Annual,0,J.p. Deburring Brushes,30-Nov-53,26,20,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Karnataka,213,29,3,245,84,73,67,10,0,0,0,0,274663.2,0,India,Yes,No,No,No,Yes,No,1
1919329,28-08-2010,01-10-2018,2956,Annual,0,Sakti Mica Manufacturing Co.,01-Dec-53,15,11,Rs. 50 Lakh - 1 Crore,Y,Exporter,West Bengal,269,3,0,400,155,111,96,0,0,0,3,0,253105.2,0,Global,Yes,No,No,No,Yes,No,1
1919553,10-12-2009,01-10-2018,3217,Annual,0,Ankit Steels,02-Dec-53,102,67,Rs. 10 - 25 Crore,Y,Wholesale Trader,Maharashtra,327,58,7,124,80,15,15,6,0,0,6,0,353376,0,India,Yes,No,No,No,Yes,No,2
1919569,08-03-2016,01-10-2018,937,Annual,0,Schmalz India Private Limited,03-Dec-53,62,42,Rs. 25 - 50 Crore,Y,Manufacturer,Maharashtra,44,0,0,493,251,0,0,0,0,98,8,0,761982,293982,India,No,Yes,Yes,No,Yes,No,1
1919869,28-09-2013,01-10-2018,1829,Annual,0,Soni Polymers Private Limited,04-Dec-53,63,31,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,281,10,9,675,162,631,581,120,0,33,2,0,171517.41,0,Foreign,Yes,No,No,No,No,No,3
1920305,21-08-2014,01-10-2018,1502,Annual,0,Aflon Engineering Corporation (Unit Of Aflon Engineering Pvt. Ltd.),05-Dec-53,73,37,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,530,71,14,542,242,123,113,78,0,3,9,0,871500,654900,India,Yes,No,Yes,No,Yes,No,3
1920482,11-11-2014,01-10-2018,1420,Annual,0,Hansa Fabrication,07-Dec-53,23,14,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,116,2,0,49,29,76,60,4,0,0,3,0,114000,24000,India,Yes,No,No,No,No,No,4
1920805,21-04-2015,01-10-2018,1259,Annual,0,Acme Enterprises (Unit Of Aempl),08-Dec-53,93,89,Rs. 50 - 100 Crore,Y,Manufacturer,Rajasthan,2393,269,44,1962,1012,1369,1292,245,0,0,26,0,447182.4,72216,India,No,Yes,No,No,Yes,No,2
1921158,12-01-2018,01-10-2018,262,Annual,0,K.K. Agencies,10-Dec-53,22,19,Rs. 50 Lakh - 1 Crore,Y,Wholesale Supplier,Karnataka,106,23,2,159,92,25,20,6,0,1,4,0,47229.82,30029.82,Local,Yes,No,No,No,No,No,1
1921479,04-06-2010,01-10-2018,3041,Annual,0,Somya Translators Pvt. Ltd.,11-Dec-53,109,32,Rs. 10 - 25 Crore,Y,Service Provider,Delhi,1,0,0,182,59,0,0,0,0,0,0,0,249474.01,0,India,Yes,No,No,No,Yes,No,3
1921503,17-10-2013,01-10-2018,1810,Annual,0,Hi Tech Engineers,13-Dec-53,49,71,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,1153,141,41,1585,459,123,111,4,0,0,19,0,2264320.44,1465374,Global,No,Yes,Yes,Yes,Yes,No,1
1921577,18-06-2014,01-10-2018,1566,Annual,0,Fluidpack,14-Dec-53,74,18,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,1649,205,19,1292,471,390,325,13,0,38,28,0,1414524,513552,Global,No,Yes,Yes,No,Yes,No,3
1921607,26-05-2015,01-10-2018,1224,Annual,0,Jyoti Air- Power Enterprise,15-Dec-53,29,19,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,43,0,0,177,85,1,1,0,0,0,2,0,126200,67200,Global,Yes,No,No,No,Yes,No,3
1921640,17-04-2018,01-10-2018,167,Annual,0,Prime Technologies,17-Dec-53,129,110,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,580,506,44,978,897,365,316,258,0,0,3,0,1301719.36,1301719.36,India,Yes,No,Yes,Yes,Yes,No,2
1921772,20-01-2016,01-10-2018,985,Annual,0,Dipak Enterprise,18-Dec-53,19,14,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,755,34,3,597,288,8,6,2,0,0,13,0,401691.99,59000,Global,Yes,Yes,No,No,Yes,No,3
1922149,01-12-2017,01-10-2018,304,Annual,0,Metal Arch Porta Cabins Private Limited,19-Dec-53,34,32,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,1005,111,2,824,442,4,4,0,0,0,12,1,1201332.21,607980,India,No,Yes,Yes,No,Yes,No,3
1923993,29-08-2014,01-10-2018,1494,Annual,0,Vamm Industries,21-Dec-53,11,16,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,770,40,1,274,107,8,8,0,0,0,13,0,776756.04,367513.04,Global,No,No,Yes,No,Yes,No,1
1924495,18-05-2012,01-10-2018,2327,Annual,0,Sri Meenakshi Enterprises,23-Dec-53,110,97,Rs. 2 - 5 Crore,Y,Wholesale Trader,Tamil Nadu,1438,169,16,896,347,194,188,0,0,0,5,0,691512.01,0,Local,No,Yes,No,No,Yes,No,1
1924565,31-07-2014,01-10-2018,1523,Annual,0,Metal Lloyds Industries,24-Dec-53,319,179,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,518,18,17,50,23,2,2,0,0,0,0,0,163500.01,0,India,Yes,No,No,No,Yes,No,3
1924722,18-04-2011,01-10-2018,2723,Annual,0,Guru Nanak Mechanical Works,27-Dec-53,45,39,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Punjab,50,2,0,1536,667,5,5,1,0,1,1,0,311694.01,0,India,Yes,No,No,No,Yes,No,3
1924738,18-02-2014,01-10-2018,1686,Annual,0,Darshan Industries,28-Dec-53,199,65,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,3335,419,60,1608,832,9,8,3,0,0,4,0,1124894,11800,India,No,Yes,Yes,No,Yes,No,2
1924764,21-03-2013,01-10-2018,2020,Annual,0,Sakalchand & Co.,29-Dec-53,16,19,Rs. 50 Lakh - 1 Crore,Y,Wholesaler,Maharashtra,218,25,0,695,293,47,35,10,2,14,3,0,193163.2,73500,Local,Yes,No,No,No,Yes,No,1
1925485,19-06-2014,01-10-2018,1565,Annual,0,Integrated Conveyors And Pacline Automation Technologies,01-Jan-54,105,56,Rs. 10 - 25 Crore,Y,Manufacturer,Tamil Nadu,3136,403,72,590,244,43,42,20,0,6,21,0,971882.6,96000,India,No,Yes,No,No,Yes,No,3
1925539,20-07-2012,01-10-2018,2264,Annual,0,Saptrangi,03-Jan-54,398,115,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Gujarat,3885,501,42,5837,1775,1744,1607,158,0,0,4,0,1722648,920400,Global,No,No,No,No,Yes,No,1
