gluserid,First_Paid_Service,Todays Date,Tenurity_in_days,Mode,isdownloaded,company_name,query_execution_date,approved_products,mapped_mcats,turnover,gst,nob,state,total_bl_pur,last_3m_bl_pur,last_15_days_bl_pur,total_enq,last_3_month_enq,Total_enq_reply,reply_to_unique_sender,last_90_days_reply_to_unique_sender,last_3_month_irrelevent,bl_ni,total_tickets,deactivation_tickets,amount_paid_till_date,amount_paid_last_3_months,location_preference,MDC,Maxi,LSSS,PL,TS,Website,Zone
1864031,29-03-2010,01-10-2018,3108,Annual,0,A To Z Metal Cutting Works,22-Feb-53,17,11,Rs. 1 - 2 Crore,Y,Service Provider,Maharashtra,667,57,1,177,34,56,45,17,0,60,24,0,1969859.89,267800,India,No,Yes,No,No,Yes,No,3
1864905,27-09-2017,01-10-2018,369,Monthly,0,Jalian Impex,26-Feb-53,59,42,Rs. 2 - 5 Crore,Y,Wholesale Trader,Maharashtra,306,82,12,439,217,59,48,0,0,0,4,0,100250,14000,Local,Yes,No,No,No,No,No,2
1865012,20-09-2011,01-10-2018,2568,Annual,0,Parry Enterprises India Limited,27-Feb-53,95,84,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,2968,18,0,2219,779,30,27,1,0,31,30,0,7110860.45,2950000,India,No,Yes,Yes,Yes,Yes,No,1
1865081,17-01-2018,01-10-2018,257,Annual,0,Duke Plasto Technique Private Limited,28-Feb-53,32,32,Rs. 100 - 500 Crore,Y,Manufacturer,Gujarat,36,0,0,1776,801,1,1,0,1,0,6,0,52350,29500,India,Yes,No,No,No,No,No,3
1865282,02-11-2010,01-10-2018,2890,Annual,0,Captain Tractors Private Limited,03-Mar-53,37,27,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,758,5,5,7238,3294,2,2,0,0,0,4,0,263942.2,0,India,Yes,No,No,No,Yes,No,1
1865364,19-11-2011,01-10-2018,2508,Annual,0,Chandan Electricals,06-Mar-53,82,48,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,127,12,7,768,310,45,39,5,0,0,3,0,184523,0,India,Yes,No,No,No,No,No,2
1865444,31-07-2018,01-10-2018,62,Annual,0,Smith Industries,07-Mar-53,20,14,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,39,0,0,1321,472,14,14,0,0,0,3,0,360611.01,206500,India,No,Yes,No,No,Yes,No,2
1866036,18-05-2015,01-10-2018,1232,Annual,0,Dirco Polymers Private Limited,12-Mar-53,27,20,Rs. 50 - 100 Crore,Y,Manufacturer,Haryana,333,39,5,259,112,26,24,0,0,1,7,0,281186,236000,Global,Yes,No,Yes,No,Yes,No,2
1866887,02-05-2016,01-10-2018,882,Annual,0,The Glitter India Construction Equipments,15-Mar-53,70,34,Rs. 2 - 5 Crore,Y,Exporter,Gujarat,1788,196,37,201,41,21,18,0,0,0,18,1,736125,5900,Foreign,No,Yes,No,No,Yes,No,2
1867927,22-04-2011,01-10-2018,2719,Annual,0,Industria Needs,16-Mar-53,31,48,Rs. 2 - 5 Crore,Y,Wholesale Trader,Telangana,70,2,0,148,64,113,85,35,0,0,4,0,338446.4,109150,Local,Yes,No,No,No,Yes,No,1
1868158,30-01-2012,01-10-2018,2436,Annual,0,Inox Fastening Systems Pvt. Ltd.,17-Mar-53,21,29,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,1558,187,28,908,536,900,738,15,0,1,5,0,896637.8,276120,India,No,Yes,Yes,No,Yes,No,2
1868169,16-04-2011,01-10-2018,2725,Annual,0,Vimal Crop Care Pvt. Ltd.,18-Mar-53,7,3,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,25,0,0,135,73,0,0,0,0,0,6,0,246768.01,0,India,Yes,No,No,No,No,No,4
1868373,31-03-2015,01-10-2018,1280,Annual,0,Indian Tea Growers,19-Mar-53,20,12,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Assam,29,1,0,544,220,17,16,1,0,0,6,0,62918,26550,India,Yes,No,No,No,No,No,2
1868405,01-12-2015,01-10-2018,1035,Annual,0,Western Overseas,20-Mar-53,44,21,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,332,52,28,641,215,106,103,28,1,0,6,0,152235.01,98235,Global,Yes,No,No,No,No,No,2
1869172,20-11-2014,01-10-2018,1411,Annual,0,Choudhary Product (india),21-Mar-53,38,12,Rs. 2 - 5 Crore,Y,Exporter,Maharashtra,218,33,0,1639,903,97,89,3,0,66,0,0,362174.4,0,India,No,Yes,No,No,Yes,No,4
1869423,06-08-2013,01-10-2018,1882,Annual,0,Sun - Arch Industries,23-Mar-53,27,19,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,138,2,0,168,82,54,51,0,0,0,10,0,140000,0,India,Yes,No,No,No,No,No,2
1869964,27-10-2015,01-10-2018,1070,Annual,0,Response Fabrics (india) Pvt. Ltd.,26-Mar-53,54,39,Rs. 25 - 50 Crore,Y,Manufacturer,Uttar Pradesh,245,8,0,736,287,8,8,0,0,0,13,0,120000,0,India,Yes,No,No,No,Yes,No,3
1870349,23-09-2010,01-10-2018,2930,Annual,0,J. N. Tools,27-Mar-53,22,22,Rs. 2 - 5 Crore,Y,Manufacturer,Haryana,176,5,1,95,34,10,10,0,0,0,4,0,304958.5,75000,India,Yes,No,No,No,Yes,No,4
1870576,24-05-2011,01-10-2018,2687,Annual,0,Keerti Cargo Services Private Limited,28-Mar-53,82,51,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,52,1,0,1542,372,113,97,2,0,0,9,0,1036026.28,0,Global,No,Yes,No,No,Yes,No,3
1870897,22-09-2017,01-10-2018,374,Annual,0,Prajapati Fiber Glass,01-Apr-53,25,35,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,151,41,11,73,31,34,27,1,0,1,3,0,91996,40710,Local,Yes,No,No,No,No,No,2
1870901,03-02-2011,01-10-2018,2797,Annual,0,Exsan Specialities,02-Apr-53,25,21,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,1207,16,0,810,483,687,343,49,0,67,9,0,419999.35,115050,India,Yes,No,No,No,Yes,No,2
1871053,23-09-2014,01-10-2018,1469,Annual,0,N-Tex Machinery Private Limited,04-Apr-53,27,14,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,3343,545,93,1629,575,243,206,44,0,1319,36,0,1664030,177000,Global,No,Yes,Yes,No,Yes,No,4
1871325,11-05-2015,01-10-2018,1239,Annual,0,Electronica India,07-Apr-53,14,19,Rs. 2 - 5 Crore,Y,Manufacturer,West Bengal,468,37,10,635,221,113,108,8,0,0,10,1,187968,69200,India,Yes,No,No,No,Yes,No,2
1871468,24-06-2013,01-10-2018,1925,Annual,0,Amitech Creations,09-Apr-53,12,4,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,135,9,0,203,79,281,228,48,2,168,1,0,204375.01,79650,Global,Yes,No,No,No,No,No,2
1871741,08-10-2009,01-10-2018,3280,Annual,0,"Belmark Industries, Ahmedabad",11-Apr-53,77,35,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,1568,148,19,192,81,28,24,0,0,0,17,1,1972241.42,191750,Global,No,Yes,No,No,Yes,No,4
1871968,28-07-2018,01-10-2018,65,Annual,0,Deepak Rubbers,13-Apr-53,60,9,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,45,22,17,278,159,17,14,9,0,1,0,0,35225,29500,India,Yes,No,No,No,No,No,2
1872166,12-07-2010,01-10-2018,3003,Annual,0,Sealopack Machines Mfg. Co.,15-Apr-53,14,15,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,1294,130,34,431,248,53,38,1,0,0,8,0,3629401,1626925,India,No,Yes,Yes,No,Yes,No,4
1872893,18-12-2009,01-10-2018,3209,Annual,0,Arofine Polymers Private Limited,17-Apr-53,48,12,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,277,9,0,273,139,0,0,0,0,0,1,0,264181.2,0,India,Yes,No,No,No,No,No,3
1872960,23-06-2010,01-10-2018,3022,Annual,0,Super Safety Services,18-Apr-53,634,472,Rs. 5 - 10 Crore,Y,Exporter,Maharashtra,929,0,0,1213,368,67,66,62,0,0,21,0,2672249.6,58574,India,No,No,Yes,No,Yes,Yes,1
1873003,23-11-2015,01-10-2018,1043,Annual,0,Industrial Products And Services,19-Apr-53,47,54,Rs. 2 - 5 Crore,Y,Manufacturer,West Bengal,743,169,43,604,293,9,8,4,0,0,18,0,635980,554900,India,Yes,No,Yes,No,Yes,No,4
1873264,06-02-2014,01-10-2018,1698,Annual,0,Jeskon Systems Pvt. Ltd.,20-Apr-53,128,102,Rs. 1 - 2 Crore,Y,Wholesale Supplier,Madhya Pradesh,1373,157,27,3599,1697,164,157,63,0,1,16,0,277378,25000,India,Yes,No,No,No,Yes,No,2
1874306,17-11-2010,01-10-2018,2875,Annual,0,Parag Milk Foods Limited,23-Apr-53,31,36,,Y,Manufacturer,Maharashtra,363,41,25,4619,1852,37,37,31,0,0,12,0,1139714.25,693250,India,Yes,No,Yes,No,No,No,2
1874359,25-04-2015,01-10-2018,1255,Annual,0,Vitagreen Products Pvt. Ltd.,25-Apr-53,48,42,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,410,3,0,830,314,162,157,0,0,0,3,0,190015.4,79650,India,Yes,No,No,No,No,No,2
1874448,20-01-2015,01-10-2018,1350,Annual,0,Kantawala Engineers Pvt. Ltd.,26-Apr-53,69,49,Rs. 5 - 10 Crore,Y,Manufacturer,Delhi,120,11,6,446,148,17,17,0,0,0,3,0,135300,68300,Local,Yes,No,No,No,No,No,4
1874799,25-01-2018,01-10-2018,249,Annual,0,Tropikal Comfort Private Limited,27-Apr-53,12,17,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,306,219,31,1358,478,3,3,0,0,0,2,0,177000,177000,India,No,Yes,No,No,Yes,No,4
1874948,06-12-2017,01-10-2018,299,Annual,0,Pacific Enterprises,28-Apr-53,26,21,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,14,0,0,492,80,1,1,0,0,0,1,0,31550,26550,India,Yes,No,No,No,No,No,3
1875078,13-10-2011,01-10-2018,2545,Monthly,0,Reliance Motors Unlimited,29-Apr-53,67,21,Rs. 2 - 5 Crore,Y,Manufacturer,Telangana,515,54,11,3579,1246,719,651,1,0,0,5,0,100250,14000,Local,Yes,No,No,No,No,No,1
1875899,08-09-2011,01-10-2018,2580,Annual,0,M/s Bharti Heavy Engineering Co.,02-May-53,33,36,Rs. 2 - 5 Crore,Y,Manufacturer,Haryana,224,8,5,183,69,81,79,4,0,0,2,0,334836.25,0,Global,Yes,No,No,No,No,No,4
1876007,30-10-2012,01-10-2018,2162,Annual,0,Shri Dhanam & Co.,03-May-53,40,48,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,1064,373,9,2139,994,755,728,322,0,10,2,0,411063.21,223020,India,Yes,No,Yes,No,Yes,No,1
1876678,23-07-2018,01-10-2018,70,Annual,0,Sarvin Printers Private Limited,05-May-53,24,23,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,33,33,15,254,224,706,291,291,0,0,0,0,29500,29500,India,Yes,No,No,No,No,No,3
1876694,06-10-2015,01-10-2018,1091,Annual,0,Sadikally Esoofally & Co.,06-May-53,32,19,Rs. 5 - 10 Crore,Y,Service Provider,Maharashtra,13,2,1,540,160,127,108,16,1,12,6,1,90700.01,41700,Local,Yes,No,No,No,Yes,No,1
1877376,04-10-2012,01-10-2018,2188,Annual,0,Sunmax Energy Systemss Private Limited,10-May-53,108,47,Rs. 2 - 5 Crore,Y,Manufacturer,Pondicherry,597,17,5,519,178,21,21,0,1,0,32,0,2420408.77,59000,India,No,Yes,Yes,No,Yes,No,2
1878848,07-05-2013,01-10-2018,1973,Annual,0,New Aniket Packaging Industries Private Limited,15-May-53,46,29,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,146,0,0,183,30,4,4,0,0,2,0,0,438783.21,0,Local,No,Yes,No,No,Yes,No,2
1878969,16-04-2015,01-10-2018,1264,Monthly,0,Vani Impex,16-May-53,477,293,Rs. 2 - 5 Crore,Y,Manufacturer,Punjab,792,91,12,2869,1154,3650,3047,372,0,0,9,0,100250,14000,India,Yes,No,No,No,No,No,1
1879359,01-04-2014,01-10-2018,1644,Annual,0,Mahant Industries,18-May-53,41,9,Rs. 50 - 100 Crore,Y,Manufacturer,Karnataka,260,12,1,693,268,61,58,8,0,0,3,0,113232,26550,Global,Yes,No,No,No,No,No,2
1879547,28-04-2011,01-10-2018,2713,Annual,0,Innovative Flexotech Pvt. Ltd,19-May-53,405,61,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,1563,62,10,3779,1369,12425,9760,1099,117,0,7,0,785173.6,11800,Global,No,Yes,No,No,Yes,No,1
1880499,02-04-2014,01-10-2018,1643,Annual,0,Devendra Automobiles Private Limited,23-May-53,12,2,Rs. 2 - 5 Crore,Y,Wholesale Supplier,Maharashtra,185,0,0,916,147,16,15,0,0,0,2,0,426380.01,0,Local,No,Yes,No,No,Yes,No,1
1880501,31-07-2017,01-10-2018,427,Annual,0,Bharat Industries,24-May-53,1,1,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,140,0,0,248,14,15,13,0,0,0,14,0,173027,0,Local,Yes,No,No,No,No,No,3
1880998,26-04-2018,01-10-2018,158,Annual,0,Salem Steel Trading Co.,29-May-53,123,53,Rs. 50 - 100 Crore,Y,Authorized Wholesale Dealer,Tamil Nadu,432,170,19,721,413,312,298,246,2,58,6,0,441800,188800,India,No,Yes,No,No,No,No,2
1881456,20-07-2012,01-10-2018,2264,Annual,0,Jupiter Industrial Works,30-May-53,20,16,Rs. 25 - 50 Crore,Y,Manufacturer,Maharashtra,932,151,30,353,167,194,141,65,0,0,2,0,675503.21,0,India,Yes,No,Yes,No,Yes,No,2
1881964,22-12-2017,01-10-2018,283,Annual,0,B & B Exports,01-Jun-53,61,44,Rs. 50 Lakh - 1 Crore,Y,Exporter,Gujarat,70,0,0,396,126,10,10,0,0,0,10,0,319543.35,72396,India,Yes,No,No,No,No,No,3
1882346,31-08-2010,01-10-2018,2953,Annual,0,Blue Sky Management Services,02-Jun-53,135,42,Rs. 50 Lakh - 1 Crore,Y,Service Provider,Gujarat,123,0,0,392,134,0,0,0,0,0,1,0,275319.2,0,Local,Yes,No,No,No,Yes,No,2
1882404,04-01-2014,01-10-2018,1731,Annual,0,Drika Engineers,03-Jun-53,21,30,Rs. 50 Lakh - 1 Crore,Y,Exporter,Maharashtra,280,35,8,294,111,10,10,0,0,0,7,1,1290607.6,325370,Global,No,Yes,Yes,No,Yes,No,3
1882494,04-06-2018,01-10-2018,119,Annual,0,Diamond Pack,04-Jun-53,41,27,Rs. 5 - 10 Crore,Y,Manufacturer,West Bengal,9,9,0,241,229,7,5,5,0,0,0,0,29500,29500,India,Yes,No,No,No,No,No,2
1882559,11-12-2010,01-10-2018,2851,Annual,0,Stallion System & Solutions Private Limited,05-Jun-53,274,143,Rs. 50 - 100 Crore,Y,Wholesale Trader,Maharashtra,2623,83,15,2213,949,14,14,1,0,0,27,0,1442176,17700,India,Yes,No,No,No,No,No,3
1882853,21-03-2015,01-10-2018,1290,Annual,0,Odu Gmbh & Co. Kg,06-Jun-53,22,15,Rs. 500 - 1000 Crore,Y,Manufacturer,Haryana,64,0,0,82,25,1,1,0,0,0,7,0,129650,79650,India,Yes,No,No,No,No,No,4
1883322,16-12-2010,01-10-2018,2846,Annual,0,Ikon Innovative Products Pvt Ltd,07-Jun-53,35,34,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,901,28,17,1337,572,156,148,4,0,0,2,0,407490,97350,Global,Yes,No,No,No,Yes,No,3
1883525,18-02-2016,01-10-2018,956,Annual,0,Emtex Technovision,08-Jun-53,45,49,Rs. 2 - 5 Crore,Y,Manufacturer,Madhya Pradesh,160,17,7,379,137,10,9,1,0,0,7,1,81475,0,India,Yes,No,No,No,No,No,2
1883620,11-12-2015,01-10-2018,1025,Annual,0,Indore Metal Forms Private Limited,09-Jun-53,45,44,Rs. 1 - 2 Crore,N,Manufacturer,Madhya Pradesh,28,5,0,593,278,10,10,0,0,11,1,0,107768,0,India,Yes,No,No,No,No,No,3
1884502,21-05-2010,01-10-2018,3055,Annual,0,Rudra Impex,11-Jun-53,17,13,Rs. 2 - 5 Crore,Y,Exporter,Delhi,855,37,6,768,464,49,47,0,0,0,9,0,481491.3,103250,Global,Yes,No,No,No,Yes,No,1
1884509,12-02-2014,01-10-2018,1692,Annual,0,Sandeep International,12-Jun-53,21,13,Rs. 2 - 5 Crore,Y,Exporter,West Bengal,77,0,0,440,190,11,11,0,0,0,0,0,184268,0,India,Yes,No,No,No,No,No,4
1884514,27-12-2010,01-10-2018,2835,Annual,0,TVS Biotech,13-Jun-53,281,138,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,2317,314,28,4044,1746,772,748,112,0,0,22,0,2269946.1,460200,India,No,Yes,Yes,No,Yes,No,2
1884627,21-11-2011,01-10-2018,2506,Annual,0,Labdhi International,14-Jun-53,71,58,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,234,26,2,3594,1843,113,98,3,0,0,13,0,527934.47,120360,India,No,Yes,No,No,Yes,No,3
1884740,16-12-2014,01-10-2018,1385,Annual,0,Harihar Steel Products,15-Jun-53,97,58,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,657,146,26,867,430,0,0,0,0,0,0,0,150496,0,Local,Yes,No,No,No,Yes,No,2
1884775,01-06-2013,01-10-2018,1948,Annual,0,Emco Precima Engineering Pvt Ltd.,16-Jun-53,275,202,Rs. 50 - 100 Crore,Y,Exporter,Maharashtra,2839,216,24,2631,1105,6,6,0,0,0,4,0,820758,188800,India,No,Yes,No,No,Yes,No,3
1884808,20-01-2018,01-10-2018,254,Annual,0,N K Sales Corporation,17-Jun-53,43,26,Rs. 1 - 2 Crore,Y,Manufacturer,Rajasthan,201,132,34,608,285,16,11,3,1,176,6,1,902836,902836,India,Yes,Yes,Yes,No,No,No,4
1884835,06-03-2017,01-10-2018,574,Annual,0,Wienerberger India Private Limited,18-Jun-53,21,14,Rs. 25 - 50 Crore,Y,Manufacturer,Karnataka,34,0,0,1006,342,0,0,0,0,0,12,0,354600,59000,Local,No,Yes,No,No,Yes,No,2
1885003,25-09-2010,01-10-2018,2928,Annual,0,Dhanvantari,19-Jun-53,19,17,Rs. 2 - 5 Crore,Y,Exporter,Gujarat,259,3,0,1078,460,69,63,9,0,0,3,0,288542,79650,Global,Yes,No,No,No,No,No,3
1885308,28-09-2013,01-10-2018,1829,Annual,0,Aries Plastics,22-Jun-53,6,7,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,45,14,0,691,516,38,38,21,0,3,7,0,145616.01,0,India,Yes,No,No,No,No,No,3
1885634,02-06-2011,01-10-2018,2678,Annual,0,Divine Enterprises,24-Jun-53,124,173,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,243,5,0,1232,436,205,198,13,0,1,5,0,463115,0,India,No,Yes,No,No,Yes,No,3
1885943,30-11-2011,01-10-2018,2497,Annual,0,Super Industrial Lining Private Limited,25-Jun-53,162,146,Rs. 10 - 25 Crore,Y,Exporter,Gujarat,967,1,0,893,257,519,433,6,0,0,21,0,7269497.1,119475,India,No,Yes,Yes,Yes,Yes,No,4
1886257,17-04-2013,01-10-2018,1993,Monthly,0,S. B. Earthmoving Spares Parts,26-Jun-53,53,62,Upto Rs. 50 Lakh,Y,Wholesaler,Maharashtra,713,74,11,1059,397,138,102,6,0,0,6,0,100250,14000,India,Yes,No,No,No,No,No,3
1886575,28-09-2017,01-10-2018,368,Annual,0,HNC Onics,27-Jun-53,21,25,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,1896,424,70,833,322,2333,2112,531,0,0,7,0,690388.21,531000,India,No,Yes,Yes,No,Yes,No,2
1887698,31-10-2017,01-10-2018,335,Annual,0,National Hardware & Tools Center,29-Jun-53,44,60,Rs. 2 - 5 Crore,Y,Wholesale Trader,Assam,209,44,4,403,146,9,8,3,0,0,5,0,113819,90919,Local,Yes,No,No,No,No,No,1
1887927,25-06-2018,01-10-2018,98,Annual,0,Ganpati Precision Fasteners,01-Jul-53,64,68,Rs. 2 - 5 Crore,Y,Manufacturer,Punjab,52,52,10,202,157,8,8,8,0,0,3,0,29500,29500,India,Yes,No,No,No,No,No,4
1888114,08-10-2015,01-10-2018,1089,Annual,0,Green Gift,02-Jul-53,358,160,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,1905,235,54,3880,1497,4657,4113,357,4,0,16,0,2529953.14,0,Global,No,Yes,No,No,Yes,No,2
1888250,08-10-2014,01-10-2018,1454,Annual,0,Gunatit Enterprise,03-Jul-53,27,11,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,215,14,0,292,100,40,40,2,0,5,2,0,157550,59000,Local,Yes,No,No,No,No,No,4
1888527,17-02-2010,01-10-2018,3148,Annual,0,Micro Engineering & Testing Laboratory,04-Jul-53,8,8,Rs. 2 - 5 Crore,Y,Service Provider,Haryana,64,0,0,90,40,10,10,0,0,0,0,0,293203.92,0,India,Yes,No,No,No,No,No,3
1888542,02-02-2018,01-10-2018,241,Annual,0,Dynamic Industries,05-Jul-53,14,13,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,173,78,32,182,109,75,71,39,0,0,2,0,37500,37500,Local,Yes,No,No,No,No,No,1
1888780,31-03-2011,01-10-2018,2741,Annual,0,Jay Exporters,06-Jul-53,161,56,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,2132,263,47,2029,1214,1151,1113,250,0,0,4,0,797191.2,132750,India,No,Yes,No,No,Yes,No,4
1888963,15-02-2011,01-10-2018,2785,Annual,0,ECL Magtronics Private Limited,07-Jul-53,29,60,Rs. 50 - 100 Crore,Y,Manufacturer,Uttar Pradesh,370,20,3,2304,967,39,39,16,0,0,12,0,1108106.69,59000,Global,No,Yes,No,No,Yes,No,3
1889348,21-07-2016,01-10-2018,802,Annual,0,Integrated Engineers & Contractors,09-Jul-53,46,44,Rs. 10 - 25 Crore,Y,Manufacturer,Haryana,1906,398,93,870,435,237,233,18,0,0,12,0,1070838,758150,Global,No,Yes,Yes,No,Yes,No,3
1889776,24-08-2016,01-10-2018,768,Annual,0,R J Enterprise,11-Jul-53,17,18,Rs. 1 - 2 Crore,Y,Wholesale Trader,Maharashtra,181,82,19,882,531,8,8,2,0,0,4,0,47403.03,29500,India,Yes,No,No,No,No,No,4
1890187,30-11-2017,01-10-2018,305,Annual,0,Fibra International,12-Jul-53,28,15,Rs. 5 - 10 Crore,Y,Importer,Uttar Pradesh,76,46,3,244,168,129,92,91,0,0,1,0,26550,26550,India,Yes,No,No,No,No,No,2
1890507,24-01-2012,01-10-2018,2442,Annual,0,Vee Remedies,13-Jul-53,237,216,Rs. 50 Lakh - 1 Crore,Y,Wholesale Supplier,Punjab,3857,636,110,4491,1728,102,92,3,0,293,16,1,1595411.92,1416,India,No,Yes,Yes,No,Yes,No,4
1890509,23-07-2018,01-10-2018,70,Annual,0,Tulsi Enterprises,14-Jul-53,41,30,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,34,24,9,334,333,13,11,10,15,6,1,0,29500,29500,India,Yes,No,No,No,No,No,4
1891523,27-05-2011,01-10-2018,2684,Annual,0,Cutmac Marketing Private Limited,16-Jul-53,196,205,Rs. 50 - 100 Crore,Y,Authorized Wholesale Dealer,Tamil Nadu,365,44,0,209,82,12,12,5,0,0,5,0,235915.44,0,Local,Yes,No,No,No,Yes,No,4
1891570,18-12-2012,01-10-2018,2113,Annual,0,Chemet Wets & Flows Pvt. Ltd.,18-Jul-53,66,48,Rs. 25 - 50 Crore,Y,Manufacturer,Gujarat,4031,615,155,4277,1866,28,26,0,0,0,47,0,4794572.94,0,India,Yes,No,Yes,Yes,Yes,No,3
1892144,15-12-2010,01-10-2018,2847,Annual,0,Fibro Plastichem India Private Limited,19-Jul-53,17,24,Rs. 25 - 50 Crore,Y,Manufacturer,West Bengal,506,26,10,626,242,3,3,0,0,0,7,0,1018098,1304,Global,Yes,No,Yes,No,Yes,No,4
1892460,11-02-2012,01-10-2018,2424,Annual,0,Affa Tile Company,20-Jul-53,65,49,Rs. 10 - 25 Crore,Y,Wholesale Supplier,Tamil Nadu,669,246,34,3703,1925,280,253,11,88,145,8,0,757288.68,505306.68,Local,Yes,No,Yes,No,Yes,No,3
1892945,28-04-2014,01-10-2018,1617,Annual,0,Perfect Machine Fabric,22-Jul-53,33,26,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Karnataka,119,5,3,181,41,4,4,0,0,0,4,0,147500,29500,India,Yes,No,No,No,No,No,3
1893446,11-02-2014,01-10-2018,1693,Annual,0,R. V. Instruments Private Limited,23-Jul-53,49,12,Rs. 1 - 2 Crore,Y,Exporter,Uttar Pradesh,735,40,4,423,186,1047,747,63,1,1,13,0,918496.2,123900,Global,No,Yes,Yes,No,Yes,No,3
1893983,27-06-2014,01-10-2018,1557,Annual,0,Krome Dispense Pvt Ltd,24-Jul-53,391,134,Rs. 10 - 25 Crore,Y,Manufacturer,Punjab,455,39,23,1640,436,386,351,166,26,0,25,0,827122.87,0,India,Yes,No,Yes,No,Yes,No,3
1893986,16-04-2013,01-10-2018,1994,Annual,0,Laksh Finechem Private Limited,25-Jul-53,46,43,Rs. 10 - 25 Crore,Y,Exporter,Gujarat,284,5,4,639,223,69,57,53,0,0,10,0,1306648.01,0,India,No,Yes,Yes,No,Yes,No,2
1896314,31-03-2010,01-10-2018,3106,Annual,0,United Machines Inc,30-Jul-53,21,20,Rs. 50 - 100 Crore,Y,Importer,Tamil Nadu,236,18,1,1859,863,72,72,20,1,0,2,0,348090.5,82600,India,Yes,No,No,No,No,No,1
1896598,25-04-2012,01-10-2018,2350,Annual,0,Royal Life Sciences Private Limited,01-Aug-53,25,18,Rs. 2 - 5 Crore,Y,Service Provider,Telangana,343,34,2,529,281,17,14,0,0,1,9,0,204554.01,29500,India,Yes,No,No,No,No,No,4
1896614,18-09-2013,01-10-2018,1839,Annual,0,Gemini Valves & Pumps Pvt. Ltd,02-Aug-53,23,26,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,757,26,13,205,48,138,137,0,0,0,3,0,479866,59000,Global,No,Yes,No,No,Yes,No,4
1896687,06-05-2011,01-10-2018,2705,Annual,0,Epic Technologies,03-Aug-53,68,61,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,3648,440,77,2914,1505,49,39,3,0,54,15,0,746160,175650,India,Yes,No,No,No,No,No,3
1897543,06-08-2013,01-10-2018,1882,Annual,0,Madan Lal Shyam Sunder,07-Aug-53,51,52,Rs. 10 - 25 Crore,Y,Exporter,Delhi,23,0,0,1045,297,31,29,0,0,0,3,0,167000.01,0,India,Yes,No,No,No,No,No,1
1898270,11-09-2012,01-10-2018,2211,Annual,0,Essar & Co.,10-Aug-53,186,139,Rs. 2 - 5 Crore,Y,Wholesale Distributor,Tamil Nadu,207,14,2,1512,660,635,560,89,0,10,1,0,202899.21,0,Local,Yes,No,No,No,No,No,3
1898403,17-03-2010,01-10-2018,3120,Annual,0,Neelam Consultant & Traders,11-Aug-53,42,36,Rs. 50 Lakh - 1 Crore,Y,Wholesale Trader,Delhi,82,0,0,406,149,10,9,0,0,0,2,0,395514.8,0,India,Yes,No,No,No,Yes,No,1
